total_budget,deduped_reach_pct
100000.0,49.93321480191545
200000.0,80.0
300000.0,80.0
400000.0,80.0
500000.0,80.0
600000.0,80.0
700000.0,80.0
800000.0,80.0
900000.0,80.0
1000000.0,80.0
1100000.0,80.0
1200000.0,80.0
1300000.0,80.0
1400000.0,80.0
1500000.0,80.0
1600000.0,80.0
1700000.0,80.0
1800000.0,80.0
1900000.0,80.0
2000000.0,80.0
