channel,spend,pred_conversions_lr,pred_conversions_xgb
Social,3487.480675807863,18.22050881831528,17.221903
Social,3632.581852189144,18.25257050484442,17.221903
Social,3777.6830285704245,18.288427233509594,17.221903
Social,3922.7842049517053,18.327698665963986,17.221903
Social,4067.885381332986,18.370051001359464,17.221903
Social,4212.986557714267,18.41519000850908,17.221903
Social,4358.087734095548,18.462855290108187,17.221903
Social,4503.188910476829,18.512815529197553,17.221903
Social,4648.290086858109,18.564864524852624,17.221903
Social,4793.39126323939,18.61881786664793,17.221903
Social,4938.492439620672,18.67451012965377,17.221903
Social,5083.593616001952,18.731792496319557,17.221903
Social,5228.694792383233,18.790530730541093,17.221903
Social,5373.795968764513,18.850603443916484,17.221903
Social,5518.897145145795,18.911900605699884,17.221903
Social,5663.998321527075,18.97432225702474,24.312191
Social,5809.099497908356,19.037777397155608,24.880754
Social,5954.200674289637,19.10218301526286,22.334892
Social,6099.301850670918,19.16746324581956,23.487043
Social,6244.403027052198,19.233548629437394,23.487043
Social,6389.504203433479,19.300375463975904,23.487043
Social,6534.60537981476,19.367885233221337,23.090929
Social,6679.706556196041,19.436024102449295,23.090929
Social,6824.807732577322,19.504742471847912,23.129032
Social,6969.908908958603,19.573994580152686,24.816921
Social,7115.0100853398835,19.643738151986895,24.816921
Social,7260.111261721164,19.713934083353315,23.883505
Social,7405.212438102445,19.78454616052123,23.751753
Social,7550.313614483726,19.855540808222386,19.369394
Social,7695.414790865007,19.926886863634792,19.369394
Social,7840.515967246288,19.998555373111685,19.476337
Social,7985.617143627568,20.070519409018644,18.787085
Social,8130.718320008849,20.142753904387376,20.28511
Social,8275.81949639013,20.215235503390595,23.084011
Social,8420.920672771412,20.287942425894187,23.774899
Social,8566.021849152692,20.360854344561233,24.218767
Social,8711.123025533972,20.433952273168643,26.52619
Social,8856.224201915255,20.507218464959152,24.760271
Social,9001.325378296533,20.58063631999093,21.59865
Social,9146.426554677815,20.654190300568896,20.905273
Social,9291.527731059095,20.727865853946565,20.56281
Social,9436.628907440376,20.801649341580088,20.56281
Social,9581.730083821658,20.875527974295725,21.38876
Social,9726.831260202938,20.94948975280304,24.199348
Social,9871.932436584219,21.023523413047062,19.050106
Social,10017.0336129655,21.0976183759477,19.658102
Social,10162.134789346781,21.171764701121734,23.589708
Social,10307.235965728061,21.245953044225313,29.009861
Social,10452.337142109343,21.320174617591913,19.740694
Social,10597.438318490624,21.394421153873793,23.532988
Social,10742.539494871904,21.46868487242415,24.246138
Social,10887.640671253186,21.542958448183157,23.460054
Social,11032.741847634465,21.61723498285427,21.2581
Social,11177.843024015747,21.691507978177835,22.620226
Social,11322.944200397027,21.76577131112694,23.738451
Social,11468.045376778307,21.840019210867798,25.03806
Social,11613.14655315959,21.91424623734068,27.567446
Social,11758.24772954087,21.98844726133131,22.123932
Social,11903.34890592215,22.062617445914093,16.550268
Social,12048.450082303432,22.13675222915931,20.389364
Social,12193.551258684713,22.210847308006095,24.735111
Social,12338.652435065993,22.284898623211333,24.949247
Social,12483.753611447273,22.358902345292773,21.369545
Social,12628.854787828555,22.432854861391416,23.172043
Social,12773.955964209836,22.50675276298458,22.876766
Social,12919.057140591116,22.580592834387133,24.27493
Social,13064.158316972398,22.654372041983198,24.007454
Social,13209.259493353678,22.72808752413547,22.980234
Social,13354.360669734959,22.801736581723958,23.395327
Social,13499.461846116239,22.875316669269093,23.98438
Social,13644.563022497521,22.94882538659874,32.112087
Social,13789.664198878801,23.02226047102083,25.689825
Social,13934.765375260082,23.095619789967046,29.248
Social,14079.866551641364,23.16890133407545,21.293623
Social,14224.967728022644,23.24210321068227,19.27561
Social,14370.068904403925,23.3152236376955,24.466219
Social,14515.170080785205,23.388260937824967,24.310328
Social,14660.271257166487,23.46121353314545,23.241884
Social,14805.372433547767,23.534079939971072,22.177425
Social,14950.473609929048,23.606858764020856,28.98427
Social,15095.574786310328,23.679548695856894,23.75463
Social,15240.67596269161,23.752148506577576,30.167316
Social,15385.77713907289,23.82465704375003,24.665522
Social,15530.87831545417,23.897073227566747,24.563574
Social,15675.979491835453,23.96939604721236,26.248878
Social,15821.080668216733,24.041624557427966,26.248878
Social,15966.181844598013,24.11375787526053,23.57251
Social,16111.283020979294,24.185795176986552,11.945218
Social,16256.384197360576,24.257735695199308,22.984217
Social,16401.485373741856,24.32957871604994,25.995268
Social,16546.58655012314,24.40132357663343,22.020716
Social,16691.687726504417,24.472969662510753,25.55418
Social,16836.7889028857,24.544516405359403,23.688877
Social,16981.89007926698,24.61596328074496,24.301563
Social,17126.99125564826,24.68730980600648,23.189981
Social,17272.09243202954,24.758555538249443,23.333094
Social,17417.193608410824,24.82970007244015,23.333094
Social,17562.294784792102,24.90074303959578,23.333094
Social,17707.395961173384,24.971684105064806,21.60953
Social,17852.497137554667,25.042522966892754,21.60953
Social,17997.598313935945,25.11325935426874,21.60953
Social,18142.699490317224,25.1838930260481,20.992922
Social,18287.80066669851,25.254423769347238,21.01996
Social,18432.901843079788,25.324851398206672,17.558903
Social,18578.003019461066,25.39517575231859,17.558903
Social,18723.104195842352,25.46539669581565,17.558903
Social,18868.20537222363,25.535514116117486,18.357283
Social,19013.30654860491,25.605527922832305,27.254337
Social,19158.40772498619,25.675438046710255,27.254337
Social,19303.508901367473,25.74524443864613,27.254337
Social,19448.61007774875,25.814947068728895,27.254337
Social,19593.711254130034,25.88454592533546,27.254337
Social,19738.812430511316,25.95404101426654,27.254337
Social,19883.913606892595,26.02343235792253,27.254337
Social,20029.014783273877,26.09271999451722,27.254337
Social,20174.11595965516,26.16190397732762,27.254337
Social,20319.217136036437,26.230984373977897,27.254337
Social,20464.31831241772,26.299961265756064,27.254337
Social,20609.419488799,26.368834746961326,27.254337
Social,20754.52066518028,26.43760492428112,27.254337
