spend,pred_conversions_xgb,pred_conversions_lr
3087.360700514997,20.8135910034177,11.963764371394689
3196.063767469234,20.8135910034177,12.029215202311182
3304.766834423471,20.8135910034177,12.106320657468835
3413.469901377708,20.8135910034177,12.194257771845542
3522.1729683319454,20.8135910034177,12.291825401470387
3630.8760352861823,20.8135910034177,12.397451718369826
3739.579102240419,20.8135910034177,12.50920133623388
3848.2821691946565,20.8135910034177,12.624782094470461
3956.9852361488934,20.8135910034177,12.741551525594048
4065.6883031031302,20.8135910034177,12.856523028500096
4174.391370057368,20.8135910034177,12.966371768062857
4283.094437011605,20.8135910034177,13.06744031962312
4391.797503965841,20.8135910034177,13.166848809826107
4500.500570920079,20.8135910034177,13.264667573089007
4609.203637874316,20.8135910034177,13.360962320545926
4717.906704828552,20.8135910034177,13.455794543570235
4826.60977178279,20.8135910034177,13.549221874097151
4935.312838737027,20.8135910034177,13.641298407141898
5044.0159056912635,20.8135910034177,13.73207499015112
5152.718972645501,20.8135910034177,13.82159948318364
5261.422039599738,21.333852548776672,13.909916993371986
5370.125106553975,21.56507990226955,13.997070086653224
5478.828173508212,21.537697715671708,14.08309897936303
5587.531240462449,21.282130640758528,14.168041711950167
5696.234307416686,20.95282931388586,14.251934306780035
5804.937374370923,20.387289077481682,14.334810911748562
5913.64044132516,19.62318756487579,14.4167039312149
6022.343508279397,18.698202409397968,14.497644145577867
6131.046575233634,17.650011244378017,14.577660820662526
6239.749642187871,16.51629170314572,14.656781807945965
6348.452709142108,15.33472141903087,14.73503363653206
6457.155776096346,14.142978025363268,14.812441597681293
6565.858843050582,12.978739155472697,14.889029822611093
6674.561910004819,11.879682442688951,14.964821354203302
6783.264976959057,10.883485520341825,15.039838213185796
6891.9680439132935,9.636129678250324,15.114101459294801
7000.671110867531,8.784377905230423,15.187631247870746
7109.374177821768,8.343343943308644,15.260446882293547
7218.077244776005,8.622256449212632,15.332566862621519
7326.780311730242,9.188745885239701,15.404008930761387
7435.483378684479,10.057778881904643,15.474790112464257
7544.186445638716,10.42225363302077,15.544926756413417
7652.889512592953,10.804625614985426,15.614434570644214
7761.59257954719,10.731142930713126,15.683328656513206
7870.295646501427,10.838214741769372,15.751623540413462
7978.998713455664,11.21134477879091,15.819333203414459
8087.701780409901,11.70802052857308,15.886471108988848
8196.404847364138,12.278380020181348,15.95305022897352
8305.107914318374,12.938530323356368,16.01908306789938
8413.810981272612,13.638831043212056,16.08458168581229
8522.514048226849,14.336314307041489,16.14955771969709
8631.217115181087,15.014402517971359,16.214022403606933
8739.920182135324,15.621587713702157,16.27798658759147
8848.62324908956,15.916808239343345,16.34146075550973
8957.326316043796,16.199796267606207,16.40445504180622
9066.029382998035,16.383772713173702,16.46697924732256
9174.732449952271,17.12906091265424,16.529042854210978
9283.43551690651,18.260253090061678,16.590655040010795
9392.138583860746,19.23425330224064,16.65182469094411
9500.841650814982,19.97657867162254,16.712560414482606
9609.544717769219,20.484744790567348,16.772870551233336
9718.247784723457,20.699319850388875,16.832763186187698
9826.950851677695,20.409208491955805,16.892246159374537
9935.653918631931,20.17397111317165,16.951327075955145
10044.356985586168,20.349401316248123,17.010013315795263
10153.060052540404,20.548281401190938,17.06831204254659
10261.76311949464,20.928429515660028,17.12623021226786
10370.466186448879,20.576042800683577,17.183774581613594
10479.169253403117,20.186714330425424,17.24095171561648
10587.872320357354,19.75834869130344,17.297767995087554
10696.57538731159,19.24211717158502,17.354229623656785
10805.278454265826,18.739401831974263,17.41034263447496
10913.981521220065,18.101383797519695,17.46611289659649
11022.684588174301,17.12345734777363,17.521546121061288
11131.38765512854,16.57857508221318,17.576647866692916
11240.090722082776,15.990120559472697,17.63142354562867
11348.793789037012,15.838817543747876,17.68587842859673
11457.496855991249,15.905078669083618,17.740017649954055
11566.199922945487,15.847442532489595,17.79384621249824
11674.902989899723,16.108041523250137,17.84736899206537
11783.606056853961,16.093943337748613,17.90059074192539
11892.309123808198,16.567665231348467,17.95351609698572
12001.012190762434,17.005392734269233,18.006149577813094
12109.715257716673,17.46501013234201,18.058495594483162
12218.418324670909,17.72345400558005,18.110558450266645
12327.121391625145,17.979181273149333,18.162342345160425
12435.824458579384,18.32633729556192,18.213851379271457
12544.52752553362,18.218043836123883,18.26508955606074
12653.230592487856,18.26434517312003,18.316060785454493
12761.933659442095,18.309827706360746,18.366768886828936
12870.636726396331,18.26329193570381,18.41721759187491
12979.339793350568,17.78000360565562,18.467410547348134
13088.042860304806,17.328982675570227,18.517351317710617
13196.745927259042,17.476992931970557,18.5670433876684
13305.448994213279,17.833207688482574,18.616490164610493
13414.152061167517,18.070446618283484,18.66569498095371
13522.855128121753,18.536953421034735,18.714661096397673
13631.55819507599,18.825645974587047,18.763391700094214
13740.261262030228,19.273554147867863,18.811889912735058
13848.964328984464,19.34664024828125,18.860158788561453
13957.6673959387,19.670913180325755,18.908201317299337
14066.370462892939,20.379739251000903,18.95602042602331
14175.073529847175,20.46291853033952,19.00361898095256
14283.776596801412,20.301721465630223,19.050999789181787
14392.47966375565,20.234376916077657,19.098165600349894
14501.182730709887,19.868807733740653,19.14511910824921
14609.885797664123,19.316057992082577,19.191862952377708
14718.588864618361,18.84245907788784,19.238399719436757
14827.291931572598,18.01534371814037,19.28473194477662
14935.994998526834,17.808332773702837,19.330862113791945
15044.698065481072,16.544602858938184,19.376792663269313
15153.401132435309,15.93183229327298,19.422525982688853
15262.104199389545,16.296517430430285,19.468064415481766
15370.807266343783,17.446248755029238,19.513410260245603
15479.51033329802,17.633768272462028,19.558565771918982
15588.213400252258,17.940376650862074,19.603533162917394
15696.916467206494,18.23293765224846,19.648314604231626
15805.61953416073,18.601385993246467,19.692912226490307
15914.322601114969,19.100822383260592,19.73732812098798
16023.025668069205,19.475526392557043,19.78156434068006
16131.728735023442,20.065986937578433,19.825622901145955
16240.43180197768,20.710915941784965,19.86950578152155
16349.134868931917,21.22310848429348,19.9132149254023
16457.837935886153,21.67027407044766,19.956752241717986
16566.541002840393,21.56526716942462,20.000119605580213
16675.24406979463,21.331964766522994,20.043318859103728
16783.947136748866,21.269922820755333,20.08635181220246
16892.650203703102,21.332379067711557,20.12922024336127
17001.35327065734,21.561335724839388,20.171925900384288
17110.056337611575,21.74387157660884,20.214470501120697
17218.75940456581,20.941118365060234,20.256855734168795
17327.462471520048,21.002479144816583,20.29908325955907
17436.165538474284,21.241875969922983,20.341154709417143
17544.868605428524,21.56124860471091,20.383071688607174
17653.57167238276,21.314436516912707,20.424835775356502
17762.274739336997,20.6821197878887,20.466448521862205
17870.977806291237,20.465349667521743,20.50791145488008
17979.680873245474,20.501107681962516,20.54922607629687
18088.38394019971,21.004738100294155,20.59039386368604
18197.087007153947,21.49295949546185,20.63141627084797
18305.790074108183,21.893767933940325,20.672294728334847
18414.49314106242,22.667830040424175,20.71303064396091
18523.196208016656,22.955115229446402,20.753625403298518
18631.899274970892,23.302448648687523,20.7940803701605
18740.602341925132,23.423210289322896,20.834396887069243
18849.30540887937,23.686960480968096,20.874576275712975
18958.008475833605,23.972030412686735,20.914619837389676
19066.711542787845,24.15726977993952,20.954528853438973
19175.41460974208,24.295011433716105,20.994304585662444
19284.117676696318,24.015100361903848,21.03394827673278
19392.820743650555,23.57922022465017,21.07346115059194
19501.52381060479,23.21069777826315,21.112844412838967
19610.226877559027,23.101799578010137,21.152099251107515
19718.929944513264,22.63136888337519,21.191226835433564
19827.6330114675,22.17769829374985,21.230228318613598
19936.33607842174,21.807156475200287,21.26910483655356
20045.039145375977,22.49846212580971,21.307857508608798
20153.742212330213,22.89861962217692,21.346487437915393
20262.44527928445,23.475263522005353,21.38499571171305
20371.148346238686,23.84947619355524,21.42338340165984
20479.851413192926,24.214879354256514,21.461651564139082
20588.554480147162,24.479934485373754,21.499801240558448
20697.2575471014,24.353989946876954,21.537833457641806
20805.960614055635,24.484256797383672,21.575749227713718
20914.66368100987,24.385383801742094,21.61354954897699
21023.366747964108,24.178566922389827,21.651235405783456
21132.069814918348,24.013327532166556,21.688807768898172
21240.772881872585,23.809549099715177,21.72626759575718
21349.47594882682,23.438954481465636,21.763615830719125
21458.179015781057,23.149440917519517,21.800853405310807
21566.882082735294,22.88530712931997,21.837981238466906
21675.58514968953,22.58194314096801,21.875000236764006
21784.28821664377,22.278284792418127,21.911911294649126
21892.991283598007,22.17290856285603,21.94871529466288
22001.694350552243,22.864136976757422,21.985413107657408
22110.39741750648,23.32969359628249,22.022005593009286
22219.100484460716,23.585492792219625,22.058493598827468
22327.803551414952,23.585085814277118,22.094877962156506
22436.506618369192,23.772920596673316,22.13115950917505
22545.20968532343,23.97540007233004,22.16733905538989
22653.912752277665,24.022263274702226,22.203417405825558
22762.6158192319,23.900908724861548,22.239395355209695
22871.318886186138,23.685347775611433,22.275273688154208
22980.021953140375,23.480270933816243,22.31105317933243
23088.725020094615,23.17352092963616,22.346734593652318
23197.42808704885,22.882844904973812,22.38231868642582
23306.131154003087,22.605342592511565,22.41780620353452
23414.834220957324,22.338113724931798,22.453197881591645
23523.53728791156,22.078258034916892,22.48849444810056
23632.240354865797,22.030157357346848,22.523696621609794
23740.943421820037,22.042068806922632,22.55880511186474
23849.646488774273,22.134893704800977,22.595728085954725
23958.34955572851,22.312230118585692,22.633401736740563
24067.052622682746,22.64572733217817,22.670876495067663
24175.755689636982,23.099286870341956,22.707316730150318
24284.458756591222,23.131768098489815,22.74200045216294
24393.16182354546,23.298953249314685,22.774319017011933
24501.864890499695,23.452612093438518,22.80377683326224
24610.56795745393,23.58733410818089,22.829991071193156
24719.271024408168,23.69770877086139,22.85269137395837
24827.974091362405,23.778325558799594,22.87171957082547
